CustomerID,Recency,Frequency,Monetary,AOV,UniqueProducts,Lifespan,AvgDaysBetweenOrders,CLTV,CLTV_Tier,Churned,Log_Recency,Log_Frequency,Log_Monetary,Log_AOV,Log_CLTV
13198,10,6,3274.51,14.816787330316743,195,351,70.2,174.3915571809335,High,0,2.3978952727983707,1.9459101490553132,8.094228861136283,2.7610718652512505,5.167020944121269
13199,4,28,5277.84,69.44526315789474,44,363,13.444444444444445,3878.28012112473,High,0,1.6094379124341003,3.367295829986474,8.571461655593696,4.254835999148695,8.26340487961083
13200,19,4,744.37,17.31093023255814,40,107,35.666666666666664,89.54256514813635,High,0,2.995732273553991,1.6094379124341003,6.613880739387902,2.9074981620140483,4.505820073262502
13203,10,4,829.51,14.812678571428572,55,232,77.33333333333333,96.91144227005871,High,0,2.3978952727983707,1.6094379124341003,6.7220399699200515,2.760812059478744,4.584063419826975
13207,15,2,250.26000000000002,31.282500000000002,7,135,135.0,85.7054794520548,Mid,0,2.772588722239781,1.0986122886681098,5.526488259576272,3.4745252877386696,4.462517081928492
13208,59,6,1223.9,8.214093959731544,124,250,50.0,83.04111427783397,Mid,0,4.0943445622221,1.9459101490553132,7.11061448699364,2.2207342639581,4.431306134787449
13209,30,7,5279.58,17.424356435643563,239,331,55.166666666666664,232.57935494371355,High,0,3.4339872044851463,2.0794415416798357,8.571791219152253,2.913673508599352,5.4535218692390774
13210,94,1,293.0,14.65,20,0,0.0,14.65,Low,1,4.553876891600541,0.6931471805599453,5.683579767338681,2.750470916986162,2.750470916986162
13211,10,3,789.42,14.618888888888888,45,350,175.0,85.91100456621002,Mid,0,2.3978952727983707,1.3862943611198906,6.6725644497572505,2.748481008007455,4.464884659077885
13212,20,3,688.08,5.0224817518248175,123,41,20.5,16.759952804719532,Low,0,3.044522437723423,1.3862943611198906,6.535357374578169,1.7954994255022687,2.876946080168575
13213,57,5,1358.3600000000001,16.76987654320988,74,142,35.5,116.47023845763573,High,0,4.060443010546419,1.791759469228055,7.21476927973341,2.8775046946584575,4.766185011778705
13216,268,1,10.5,10.5,1,0,0.0,10.5,Low,1,5.594711379601839,0.6931471805599453,2.4423470353692043,2.4423470353692043,2.4423470353692043
13217,122,1,52.02,52.02,1,0,0.0,52.02,Mid,1,4.812184355372417,0.6931471805599453,3.9706692008608795,3.9706692008608795,3.9706692008608795
13218,127,1,62.64,12.528,5,0,0.0,12.528,Low,1,4.852030263919617,0.6931471805599453,4.153242203469586,2.6047616115962793,2.6047616115962793
13220,78,4,640.7900000000001,33.725789473684216,16,158,52.666666666666664,193.2995933669791,High,0,4.3694478524670215,1.6094379124341003,6.4642611473764315,3.547482623405274,5.26940126357101
13221,240,2,782.26,12.416825396825397,59,119,119.0,32.93010132637529,Mid,1,5.484796933490655,1.0986122886681098,6.6634646970664715,2.5965095459457634,3.524302565127527
13223,200,1,62.4,15.6,4,0,0.0,15.6,Low,1,5.303304908059076,0.6931471805599453,4.14946386144318,2.8094026953624978,2.8094026953624978
13224,60,2,1975.08,18.991153846153846,98,91,91.0,47.45186933614331,Mid,0,4.110873864173311,1.0986122886681098,7.588870363318244,2.995289868014783,3.8805709203818144
13225,338,1,675.0,225.0,3,0,0.0,225.0,High,1,5.82600010738045,0.6931471805599453,6.516193076042964,5.420534999272286,5.420534999272286
13226,273,1,95.46000000000001,6.364000000000001,15,0,0.0,6.364000000000001,Low,1,5.6131281063880705,0.6931471805599453,4.569128414640826,1.9966032633708315,1.9966032633708315
13227,202,1,257.7,28.633333333333333,9,0,0.0,28.633333333333333,Mid,1,5.313205979041787,0.6931471805599453,5.5556690891919835,3.388899853851749,3.388899853851749
13229,226,1,160.95,16.095,10,0,0.0,16.095,Low,1,5.424950017481403,0.6931471805599453,5.087287645617338,2.8387860230912647,2.8387860230912647
13230,4,14,2462.2599999999998,4.1313087248322145,386,360,27.692307692307693,114.88433851245746,High,0,1.6094379124341003,2.70805020110221,7.809240954871599,1.635360738700195,4.752592611900487
13232,13,7,1206.61,6.003034825870646,143,230,38.333333333333336,68.5003836979486,Mid,0,2.6390573296152584,2.0794415416798357,7.096398478686108,1.9463436016541107,4.2413322733892995
13233,74,2,541.64,14.253684210526316,38,261,261.0,48.892089401586155,Mid,0,4.31748811353631,1.0986122886681098,6.296446116637824,2.7248210614513377,3.909862461164089
13235,212,1,997.1700000000001,17.49421052631579,52,0,0.0,17.49421052631579,Low,1,5.3612921657094255,0.6931471805599453,6.9059236024865,2.9174577385834524,2.9174577385834524
13236,25,2,656.73,20.5228125,30,82,82.0,50.26683390410959,Mid,0,3.258096538021482,1.0986122886681098,6.488794512768638,3.0691134191332607,3.937044030506883
13238,23,3,533.48,19.758518518518517,17,337,168.5,114.00394520547944,High,0,3.1780538303479458,1.3862943611198906,6.281294311617222,3.0329566934448478,4.744966433909412
13239,262,1,292.12,15.374736842105264,19,0,0.0,15.374736842105264,Low,1,5.572154032177765,0.6931471805599453,5.680582081485765,2.7957397106810515,2.7957397106810515
13240,96,4,635.95,9.783846153846154,57,269,89.66666666666667,67.97762697576397,Mid,1,4.574710978503383,1.6094379124341003,6.456691159555796,2.3780492879189077,4.233782205289865
13242,112,3,270.40000000000003,20.800000000000004,12,101,50.5,79.6668493150685,Mid,1,4.727387818712341,1.3862943611198906,5.603593747400769,3.0819099697950434,4.390327701722399
13243,203,1,531.92,10.036226415094339,52,0,0.0,10.036226415094339,Low,1,5.318119993844216,0.6931471805599453,6.278371319092011,2.401183172191556,2.401183172191556
13244,93,1,121.74000000000001,4.508888888888889,27,0,0.0,4.508888888888889,Low,1,4.543294782270004,0.6931471805599453,4.810068296960951,1.7063629492708252,1.7063629492708252
13245,51,1,279.75,23.3125,12,0,0.0,23.3125,Mid,0,3.9512437185814275,0.6931471805599453,5.637464593618552,3.190990621378665,3.190990621378665
13246,18,6,984.86,7.575846153846154,108,312,62.4,84.30982760800843,Mid,0,2.9444389791664403,1.9459101490553132,6.893514356691795,2.148949665017136,4.446289660147356
13247,18,4,474.71999999999997,19.779999999999998,17,64,21.333333333333332,92.99309589041094,High,0,2.9444389791664403,1.6094379124341003,6.164829445859045,3.0339909856710814,4.543221331598217
13248,125,2,434.21,18.09208333333333,23,64,64.0,42.52878767123287,Mid,1,4.836281906951478,1.0986122886681098,6.07582867321892,2.9492737639640705,3.7734225047567316
13249,93,1,115.23,6.401666666666667,18,0,0.0,6.401666666666667,Low,1,4.543294782270004,0.6931471805599453,4.755570986655616,2.001705200075956,2.001705200075956
13253,157,2,462.08,20.090434782608696,23,182,182.0,60.216262060750445,Mid,1,5.062595033026967,1.0986122886681098,6.137899825337528,3.0488196098594416,4.114412874167891
13255,9,2,294.56,26.778181818181817,11,364,364.0,106.96599750933997,High,0,2.302585092994046,1.0986122886681098,5.688871861920447,3.3242508858747883,4.681816339675889
13258,12,3,698.5799999999999,18.383684210526315,28,193,96.5,84.31311607786591,Mid,0,2.5649493574615367,1.3862943611198906,6.550480154971372,2.9644316921375213,4.446328206778739
13259,62,1,266.82,3.102558139534884,76,0,0.0,3.102558139534884,Low,0,4.143134726391533,0.6931471805599453,5.59031511306742,1.411610715614752,1.411610715614752
13260,61,1,488.02,69.71714285714286,7,0,0.0,69.71714285714286,Mid,0,4.127134385045092,0.6931471805599453,6.192403388433999,4.25868801673756,4.25868801673756
13261,269,2,874.5,109.3125,7,17,17.0,228.80753424657533,High,1,5.598421958998375,1.0986122886681098,6.774795151725907,4.703317247127616,5.437242150980664
13262,263,1,200.29,18.208181818181817,11,0,0.0,18.208181818181817,Low,1,5.575949103146316,0.6931471805599453,5.3047466543129405,2.955336324627058,2.955336324627058
13263,1,34,7077.13,4.268474065138721,443,323,9.787878787878787,273.55656255267115,High,0,0.6931471805599453,3.5553480614894135,8.864765027507016,1.6617407694181527,5.61515729638101
13265,53,5,1492.31,17.979638554216866,60,220,55.0,144.08340485228584,High,0,3.9889840465642745,1.791759469228055,7.30875041161885,2.943366749492384,4.977308782930917
13266,11,12,2491.6,16.07483870967742,70,245,22.272727272727273,322.3775872735307,High,0,2.4849066497880004,2.5649493574615367,7.821081621392277,2.8376059594197023,5.778820641320049
13267,3,19,4317.49,20.95868932038835,85,364,20.22222222222222,795.3391939087644,High,0,1.3862943611198906,2.995732273553991,8.37066108309881,3.089162929996199,6.680025218080721
13268,18,10,2942.91,6.843976744186046,252,249,27.666666666666668,115.12881427206115,High,0,2.9444389791664403,2.3978952727983707,7.987493908729301,2.0597459435395526,4.754700042855598
13269,1,15,4788.95,15.65016339869281,172,368,26.285714285714285,471.43437416062324,High,0,0.6931471805599453,2.772588722239781,8.474275251937119,2.8124200301136026,6.157898846622248
13271,37,1,217.38,2.264375,79,0,0.0,2.264375,Low,0,3.6375861597263857,0.6931471805599453,5.38623666458592,1.183068320208426,1.183068320208426
13272,31,2,225.56,17.35076923076923,13,58,58.0,40.21575553213909,Mid,0,3.4657359027997265,1.0986122886681098,5.423009810505355,2.9096714935548915,3.718820599081803
13273,113,1,138.98,8.68625,16,0,0.0,8.68625,Low,1,4.736198448394496,0.6931471805599453,4.941499555261394,2.270707354096023,2.270707354096023
13276,64,2,578.1800000000001,19.937241379310347,29,36,36.0,43.807308455361365,Mid,0,4.174387269895637,1.0986122886681098,6.361613310088579,3.0415294574760594,3.802371261280162
13277,16,4,258.4,32.3,5,117,39.0,170.61479452054795,High,0,2.833213344056216,1.6094379124341003,5.5583712718823435,3.505557396986398,5.145252398492257
13278,41,1,459.86,10.694418604651164,43,0,0.0,10.694418604651164,Low,0,3.7376696182833684,0.6931471805599453,6.133094309238645,2.4591116856453072,2.4591116856453072
13279,78,1,137.75,15.305555555555555,9,0,0.0,15.305555555555555,Low,0,4.3694478524670215,0.6931471805599453,4.932673752626544,2.7915058813719864,2.7915058813719864
13280,122,3,814.86,9.586588235294117,67,214,107.0,45.621654149879134,Mid,1,4.812184355372417,1.3862943611198906,6.704242771617076,2.3595879391784185,3.8420651145285447
13282,18,3,1012.54,28.929714285714283,27,202,101.0,134.82039452054792,High,0,2.9444389791664403,1.3862943611198906,6.9212044323061415,3.398851775735324,4.9113333844123055
13283,60,2,93.66,13.379999999999999,7,125,125.0,35.924383561643836,Mid,0,4.110873864173311,1.0986122886681098,4.5502915244781015,2.6658383522929006,3.608872133942109
13284,331,1,175.69,14.640833333333333,12,0,0.0,14.640833333333333,Low,1,5.805134968916488,0.6931471805599453,5.174396784628558,2.749885015880158,2.749885015880158
13285,23,4,2645.52,14.45639344262295,153,266,88.66666666666667,99.96695081967212,High,0,3.1780538303479458,1.6094379124341003,7.881000848420441,2.738022732802419,4.6147932436860355
13291,156,1,348.36,8.496585365853658,40,0,0.0,8.496585365853658,Low,1,5.056245805348308,0.6931471805599453,5.856102909177306,2.250932298820891,2.250932298820891
13292,39,2,485.2,17.97037037037037,25,245,245.0,60.06534753932015,Mid,0,3.6888794541139363,1.0986122886681098,6.186620061882023,2.942878307761096,4.111944561908259
13294,190,2,873.74,16.18037037037037,48,59,59.0,37.591654997463216,Mid,1,5.25227342804663,1.0986122886681098,6.773926699344786,2.84376747455251,3.65303606132241
13295,360,1,201.20000000000002,20.12,10,0,0.0,20.12,Low,1,5.8888779583328805,0.6931471805599453,5.309257306586371,3.050220458838061,3.050220458838061
13296,137,1,87.4,17.48,5,0,0.0,17.48,Low,1,4.927253685157205,0.6931471805599453,4.481871969643598,2.916689066213538,2.916689066213538
13297,8,4,1760.09,32.59425925925926,48,59,19.666666666666668,151.45168138001017,High,0,2.1972245773362196,1.6094379124341003,7.473688214515654,3.514355196992527,5.026847702432218
13298,1,1,90.0,90.0,1,0,0.0,90.0,High,0,0.6931471805599453,0.6931471805599453,4.51085950651685,4.51085950651685,4.51085950651685
13299,268,1,142.5,28.5,5,0,0.0,28.5,Mid,1,5.594711379601839,0.6931471805599453,4.966335035199676,3.3843902633457743,3.3843902633457743
13300,169,1,371.89,18.5945,20,0,0.0,18.5945,Low,1,5.135798437050262,0.6931471805599453,5.921283469984221,2.9752489146125907,2.9752489146125907
13301,104,4,618.09,7.630740740740741,75,188,62.666666666666664,46.244379502790466,Mid,1,4.653960350157523,1.6094379124341003,6.428250657915328,2.155330334637918,3.8553336945424683
13304,351,1,271.55,14.292105263157895,19,0,0.0,14.292105263157895,Low,1,5.863631175598097,0.6931471805599453,5.60782208351029,2.727336699354674,2.727336699354674
13305,4,10,1541.8600000000001,22.34579710144928,46,368,40.888888888888886,448.752582886639,High,0,1.6094379124341003,2.3978952727983707,7.341393115907135,3.150416972258467,6.10869761575276
13307,120,1,15.0,15.0,1,0,0.0,15.0,Low,1,4.795790545596741,0.6931471805599453,2.772588722239781,2.772588722239781,2.772588722239781
13308,23,3,1325.03,25.000566037735847,48,180,90.0,111.98883690876194,High,0,3.1780538303479458,1.3862943611198906,7.189944794924268,3.2581183084666523,4.727289025414407
13309,7,5,1456.79,13.614859813084111,82,301,75.25,124.21228267827424,High,0,2.0794415416798357,1.791759469228055,7.2846768692730555,2.6820388065284346,4.83001055831313
13310,28,3,1119.28,15.764507042253522,64,296,148.0,85.64662319120201,Mid,0,3.367295829986474,1.3862943611198906,7.021333933044348,2.819263975504587,4.46183804472944
13311,4,2,496.62,21.592173913043478,22,145,145.0,60.33977367480643,Mid,0,1.6094379124341003,1.0986122886681098,6.209836733543301,3.1176035592735656,4.116428468995673
13313,22,5,1555.3200000000002,19.94,47,317,79.25,186.2887671232877,High,0,3.1354942159291497,1.791759469228055,7.35007933912113,3.041661205442391,5.23265163500499
13314,2,3,750.44,12.507333333333333,53,72,36.0,44.9236,Mid,0,1.0986122886681098,1.3862943611198906,6.62199136568626,2.60323274783585,3.8269791461509537
13316,37,4,1536.37,25.606166666666663,55,217,72.33333333333333,163.31823561643833,High,0,3.6375861597263857,1.6094379124341003,7.337828443260351,3.281143018493265,5.10180500863744
13317,66,6,2111.18,17.89135593220339,95,292,58.4,193.2266440677966,High,0,4.204692619390966,1.9459101490553132,7.655475868467241,2.9387044593610105,5.269025745559555
13318,1,3,554.84,29.202105263157897,14,36,18.0,96.24693871665465,High,0,0.6931471805599453,1.3862943611198906,6.32048048305274,3.4079116326517385,4.577253503511114
13319,5,26,9859.87,21.528100436681225,200,360,14.4,1111.79368008614,High,0,1.791759469228055,3.295836866004329,9.196329678998294,3.1147634382700806,7.014628961303153
13320,78,4,1548.7,14.610377358490567,77,135,45.0,80.05686223830448,Mid,0,4.3694478524670215,1.6094379124341003,7.345816642793289,2.7479359083857315,4.395150911325661
13321,86,1,259.04,28.782222222222224,9,0,0.0,28.782222222222224,Mid,0,4.465908118654584,0.6931471805599453,5.560835465336268,3.3939116457687506,3.3939116457687506
13322,17,1,199.48000000000002,7.9792000000000005,25,0,0.0,7.9792000000000005,Low,0,2.8903717578961645,0.6931471805599453,5.300714491147758,2.1949107914859503,2.1949107914859503
13323,3,5,583.85,29.192500000000003,6,81,20.25,178.3541780821918,High,0,1.3862943611198906,1.791759469228055,6.371355404096716,3.407593549167393,5.189362499398012
13324,36,9,2812.65,93.75500000000001,13,324,40.5,1592.8075479452054,High,0,3.6109179126442243,2.302585092994046,7.942237851829283,4.551294613018774,7.373881116769478
13325,82,1,675.3,56.275,12,0,0.0,56.275,Mid,0,4.418840607796598,0.6931471805599453,6.516636764580894,4.047864228339559,4.047864228339559
13327,39,8,3602.27,33.66607476635514,73,326,46.57142857142857,509.8796200230444,High,0,3.6888794541139363,2.1972245773362196,8.189597045492455,3.5457615362800516,6.236133985196708
13328,316,1,235.68,29.46,8,0,0.0,29.46,Mid,1,5.75890177387728,0.6931471805599453,5.466709017808493,3.4164143474670157,3.4164143474670157
13329,32,2,621.7199999999999,44.40857142857142,14,335,335.0,170.33424657534243,High,0,3.4965075614664802,1.0986122886681098,6.4340969795575855,3.81570088521336,5.143616306979129
13330,93,3,1113.33,21.83,35,223,111.5,105.50169863013699,High,1,4.543294782270004,1.3862943611198906,7.016008606422358,3.1280754605417043,4.668160934601038
13332,14,1,338.40000000000003,16.92,20,0,0.0,16.92,Low,0,2.70805020110221,0.6931471805599453,5.827179352800126,2.8859174075467844,2.8859174075467844
13334,82,3,3536.82,13.197089552238806,207,223,111.5,63.779906767532204,Mid,0,4.418840607796598,1.3862943611198906,8.17126599722425,2.653036982489873,4.170995474525293
13336,77,1,768.7,15.687755102040818,49,0,0.0,15.687755102040818,Low,0,4.356708826689592,0.6931471805599453,6.646000828540272,2.814675223057305,2.814675223057305
13338,158,1,316.47,22.605,14,0,0.0,22.605,Mid,1,5.0689042022202315,0.6931471805599453,5.76038332567948,3.16145855399825,3.16145855399825
13339,201,1,773.02,16.104583333333334,48,0,0.0,16.104583333333334,Low,1,5.308267697401205,0.6931471805599453,6.651597713049167,2.8393464587837562,2.8393464587837562
13340,45,7,5867.9,65.19888888888889,85,231,38.5,745.2322313546423,High,0,3.828641396489095,2.0794415416798357,8.677422501735377,4.19266367864635,6.615036853843292
13341,261,1,758.9,18.509756097560974,41,0,0.0,18.509756097560974,Low,1,5.568344503761097,0.6931471805599453,6.6331868456757395,2.9709146531504684,2.9709146531504684
13343,178,1,290.93,17.113529411764706,17,0,0.0,17.113529411764706,Low,1,5.187385805840755,0.6931471805599453,5.676514047502008,2.8966591403597257,2.8966591403597257
13344,68,3,1940.22,17.47945945945946,108,209,104.5,82.4647375046279,Mid,0,4.23410650459726,1.3862943611198906,7.571071920383406,2.9166598157564976,4.424424237327002
13345,288,1,339.5,17.86842105263158,19,0,0.0,17.86842105263158,Low,1,5.666426688112432,0.6931471805599453,5.830415125589567,2.9374896808732345,2.9374896808732345
13347,70,1,291.36,41.62285714285714,7,0,0.0,41.62285714285714,Mid,0,4.2626798770413155,0.6931471805599453,5.677985919612191,3.752390662031649,3.752390662031649
13348,64,1,233.76000000000002,16.697142857142858,14,0,0.0,16.697142857142858,Low,0,4.174387269895637,0.6931471805599453,5.458563715690134,2.8734032060496886,2.8734032060496886
13349,11,1,197.32,13.154666666666666,15,0,0.0,13.154666666666666,Low,0,2.4849066497880004,0.6931471805599453,5.289881887726935,2.6500443694816873,2.6500443694816873
13350,16,2,766.1700000000001,22.534411764705883,31,63,63.0,52.84782594681709,Mid,0,2.833213344056216,1.0986122886681098,6.642708419572143,3.158463680476839,3.986162030397756
13351,66,1,323.94,21.596,15,0,0.0,21.596,Low,0,4.204692619390966,0.6931471805599453,5.783640549901604,3.1177728994630156,3.1177728994630156
13352,60,1,347.98,15.129565217391304,23,0,0.0,15.129565217391304,Low,0,4.110873864173311,0.6931471805599453,5.855014613970084,2.7806539368693826,2.7806539368693826
13354,71,1,743.53,14.579019607843136,51,0,0.0,14.579019607843136,Low,0,4.276666119016055,0.6931471805599453,6.612753146812557,2.7459251121368,2.7459251121368
13355,122,1,633.9,20.448387096774194,31,0,0.0,20.448387096774194,Low,1,4.812184355372417,0.6931471805599453,6.453467506176404,3.065649448923263,3.065649448923263
13356,80,1,649.09,17.081315789473685,38,0,0.0,17.081315789473685,Low,0,4.394449154672439,0.6931471805599453,6.47711081484323,2.894879128282453,2.894879128282453
13357,257,1,540.45,6.212068965517242,82,0,0.0,6.212068965517242,Low,1,5.552959584921617,0.6931471805599453,6.294250726074389,1.9757558679017335,1.9757558679017335
13358,269,1,370.31,13.715185185185184,27,0,0.0,13.715185185185184,Low,1,5.598421958998375,0.6931471805599453,5.917037293220041,2.688879966396271,2.688879966396271
13359,64,1,389.56,17.707272727272727,22,0,0.0,17.707272727272727,Low,0,4.174387269895637,0.6931471805599453,5.96758160664465,2.928912364149294,2.928912364149294
13362,9,4,2999.44,18.51506172839506,124,278,92.66666666666667,130.46777743954,High,0,2.302585092994046,1.6094379124341003,8.006514223562409,2.971186563753123,4.878761783108399
13363,18,2,873.78,15.329473684210527,45,26,26.0,32.84287238644556,Mid,0,2.9444389791664403,1.0986122886681098,6.773972426172723,2.7929716764697448,3.5217284125319464
13364,71,1,134.96,13.496,10,0,0.0,13.496,Low,0,4.276666119016055,0.6931471805599453,4.9123607248279155,2.6738727493006236,2.6738727493006236
13365,34,2,2005.07,16.301382113821138,118,184,184.0,49.03813030404277,Mid,0,3.5553480614894135,1.0986122886681098,7.6039328632271115,2.8507863892849397,3.9127853208727355
13368,257,2,525.58,20.214615384615385,26,80,80.0,49.2904320337197,Mid,1,5.552959584921617,1.0986122886681098,6.2664032668498955,3.0546903490822364,3.917814840994451
13369,366,1,258.28000000000003,19.86769230769231,13,0,0.0,19.86769230769231,Low,1,5.905361848054571,0.6931471805599453,5.557908558833292,3.0382021403558466,3.0382021403558466
13370,372,1,715.45,19.33648648648649,37,0,0.0,19.33648648648649,Low,1,5.921578419643816,0.6931471805599453,6.5743084611626115,3.0124166365885032,3.0124166365885032
13372,90,1,315.89,15.042380952380952,21,0,0.0,15.042380952380952,Low,0,4.51085950651685,0.6931471805599453,5.758554710503181,2.7752340298502154,2.7752340298502154
13373,61,3,3185.9700000000003,20.823333333333334,130,215,107.5,99.26739726027398,High,0,4.127134385045092,1.3862943611198906,8.06682590113174,3.0829797337848905,4.607840589886421
13375,89,1,709.1800000000001,20.858235294117648,34,0,0.0,20.858235294117648,Low,0,4.499809670330265,0.6931471805599453,6.565518459031072,3.084577751864749,3.084577751864749
13376,99,3,844.26,17.229795918367348,43,135,67.5,70.80738048644116,Mid,1,4.605170185988092,1.3862943611198906,6.739644272337296,2.9030573938043958,4.27398726306168
13379,26,3,572.56,5.902680412371134,85,110,55.0,23.044711198983194,Mid,0,3.295836866004329,1.3862943611198906,6.351862551846838,1.9319098017310363,3.1799150638021487
13381,32,6,3566.35,21.10266272189349,76,267,53.4,219.23643025046607,High,0,3.4965075614664802,1.9459101490553132,8.179578302216147,3.095698086419506,5.3947016522506965
13382,281,1,222.99,14.866000000000001,15,0,0.0,14.866000000000001,Low,1,5.641907070938114,0.6931471805599453,5.411601408001375,2.7641784548798114,2.7641784548798114
13384,31,7,3403.8,24.312857142857144,116,147,24.5,238.73227397260274,High,0,3.4657359027997265,2.0794415416798357,8.13294147970727,3.231312454114665,5.47952277556659
13385,330,1,454.77,14.2115625,32,0,0.0,14.2115625,Low,1,5.802118375377063,0.6931471805599453,6.121988296304084,2.7220558294631068,2.7220558294631068
13388,131,2,603.25,18.28030303030303,33,0,0.0,36.56060606060606,Mid,1,4.882801922586371,1.0986122886681098,6.4039880195835925,2.9590840063982524,3.625955790008765
13389,11,3,757.46,15.780416666666667,47,221,110.5,76.00540410958904,Mid,0,2.4849066497880004,1.3862943611198906,6.6312900617355215,2.8202125318789646,4.343875602632371
13390,75,1,424.08,38.552727272727275,11,0,0.0,38.552727272727275,Mid,0,4.330733340286331,0.6931471805599453,6.052277386504494,3.677634649427279,3.677634649427279
13394,2,8,2475.86,16.396423841059605,120,308,44.0,241.8584820829176,High,0,1.0986122886681098,2.1972245773362196,7.8147469079081935,2.8562646587211584,5.492478895432862
13395,185,1,267.18,14.062105263157894,19,0,0.0,14.062105263157894,Low,1,5.225746673713202,0.6931471805599453,5.591658396851496,2.7121820043121483,2.7121820043121483
13396,29,2,1244.67,31.914615384615388,38,290,290.0,114.54286617492099,High,0,3.4011973816621555,1.0986122886681098,7.127428816757064,3.493916795741904,4.749641596821626
13397,73,5,1203.81,34.394571428571425,26,266,66.5,297.3010215264187,High,0,4.30406509320417,1.791759469228055,7.094077157143985,3.5665584589051122,5.698103116008365
13398,192,1,443.42,17.736800000000002,25,0,0.0,17.736800000000002,Low,1,5.262690188904886,0.6931471805599453,6.0967700612532525,2.930489504492054,2.930489504492054
13402,127,2,621.23,15.92897435897436,32,244,244.0,53.15476923076923,Mid,1,4.852030263919617,1.0986122886681098,6.433309799308897,2.829026613032568,3.9918460440057792
13403,18,1,75.0,25.0,3,0,0.0,25.0,Mid,0,2.9444389791664403,0.6931471805599453,4.330733340286331,3.258096538021482,3.258096538021482
13404,1,2,252.49,22.953636363636363,11,211,211.0,72.44544956413449,Mid,0,0.6931471805599453,1.0986122886681098,5.5353243745214,3.176120143798765,4.2965429478638955
13405,74,3,506.451,21.102125,24,243,121.5,105.45281095890412,High,0,4.31748811353631,1.3862943611198906,6.229400154530387,3.095673757747376,4.667701797368527
13408,2,59,16127.880000000001,44.18597260273973,170,371,6.396551724137931,5256.799107674986,High,0,1.0986122886681098,4.0943445622221,9.688366732874625,3.8107866980252103,8.567467797575324
13410,24,5,1003.06,35.82357142857143,15,267,66.75,310.1437964774951,High,0,3.2188758248682006,1.791759469228055,6.911807059422235,3.606138168074724,5.740255173414884
13411,107,1,213.55,11.863888888888889,17,0,0.0,11.863888888888889,Low,1,4.68213122712422,0.6931471805599453,5.368542811437534,2.5544240750305964,2.5544240750305964
13414,134,2,568.5,25.84090909090909,22,23,23.0,54.93848069738481,Mid,1,4.90527477843843,1.0986122886681098,6.3447587828872365,3.289927182279101,4.024252527901677
13416,44,2,712.5,37.5,11,37,37.0,82.6027397260274,Mid,0,3.8066624897703196,1.0986122886681098,6.570182436916891,3.6506582412937387,4.426076291396104
13417,5,2,485.68,21.116521739130434,21,200,200.0,65.37443716497916,Mid,0,1.791759469228055,1.0986122886681098,6.187606822919248,3.096324919223396,4.195311999902485
13418,12,18,5253.58,17.930307167235494,213,360,21.176470588235293,641.0698863902005,High,0,2.5649493574615367,2.9444389791664403,8.566855356234951,2.940764191567951,6.464697155071043
13419,64,1,221.06,13.81625,16,0,0.0,13.81625,Low,0,4.174387269895637,0.6931471805599453,5.40294761562612,2.695724551411573,2.695724551411573
13420,150,2,121.6,17.37142857142857,7,20,20.0,36.64657534246575,Mid,1,5.017279836814924,1.0986122886681098,4.808927023502111,2.9107966627482056,3.628241989749283
13421,40,2,1656.89,16.907040816326532,84,249,249.0,56.88177019849036,Mid,0,3.713572066704308,1.0986122886681098,7.413300988500345,2.8851939772023645,4.05840248523635
13422,64,1,2440.6,20.004918032786886,122,0,0.0,20.004918032786886,Low,0,4.174387269895637,0.6931471805599453,7.800408841090138,3.0447566023422192,3.0447566023422192
13425,108,3,1350.79,18.503972602739726,61,186,93.0,83.80018277350347,Mid,1,4.6913478822291435,1.3862943611198906,7.209184919094876,2.9706181680383663,4.4402976981434525
13426,1,10,3410.7200000000003,22.147532467532468,102,358,39.77777777777778,438.7031773705746,High,0,0.6931471805599453,2.3978952727983707,8.134971841938214,3.1418881859757577,6.086099902384387
13427,19,3,503.4,19.361538461538462,22,195,97.5,89.11612223393045,High,0,2.995732273553991,1.3862943611198906,6.223369604090764,3.013647751771519,4.501099085720502
13428,10,1,218.47,2.952297297297297,70,0,0.0,2.952297297297297,Low,0,2.3978952727983707,0.6931471805599453,5.391215548914767,1.3742970041051201,1.3742970041051201
13429,11,4,858.45,14.55,47,64,21.333333333333332,68.40493150684931,Mid,0,2.4849066497880004,1.6094379124341003,6.756292649774166,2.744060638625243,4.2399579241646785
13430,19,2,604.93,13.150652173913043,45,67,67.0,31.12921500893389,Mid,0,2.995732273553991,1.0986122886681098,6.406764467846187,2.6497607130563243,3.469765741112342
13431,67,2,927.4,21.567441860465117,42,21,21.0,45.61661675692896,Mid,0,4.219507705176107,1.0986122886681098,6.833462674400282,3.116508241936278,3.8419570603377906
13434,74,2,179.04000000000002,22.380000000000003,7,22,22.0,47.457863013698635,Mid,0,4.31748811353631,1.0986122886681098,5.193179048424732,3.1518809560439225,3.8806946164733755
13435,5,7,2747.41,31.946627906976744,63,183,30.5,335.7459305511309,High,0,1.791759469228055,2.0794415416798357,7.918777841630872,3.4948889160142365,5.819328730736776
13436,2,1,130.54,14.504444444444443,9,0,0.0,14.504444444444443,Low,0,1.0986122886681098,0.6931471805599453,4.879310987873205,2.741126721174871,2.741126721174871
13437,14,7,3054.31,19.833181818181817,130,175,29.166666666666668,205.39569115815686,High,0,2.70805020110221,2.0794415416798357,8.02463633945275,3.036546995320527,5.329795157217776
